Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 214+580 - 214+630,2025,Limpieza de Guardavías T2,ml,2025-11-05,145+155,245+180,25
km 214+580 - 214+630,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-05,145+200,245+230,15
km 214+580 - 214+630,2025,Limpieza de Guardavías T2,ml,2025-11-06,210+010,219+030,20
km 214+580 - 214+630,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-11-17,214+580,214+650,14
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-01,214+500,214+600,100
km 214+580 - 214+630,2026,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-12-24,214+600,214+650,15
km 214+580 - 214+630,2026,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-12-29,137+150,237+155,3.25
km 214+580 - 214+630,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-02,214+600,214+650,100
km 214+580 - 214+630,2026,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2026-01-05,214+580,214+620,15
km 214+580 - 214+630,2026,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2026-01-09,214+580,214+590,45
km 214+580 - 214+630,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-27,214+610,214+780,170
km 214+580 - 214+630,2026,Limpieza de Juntas en Cunetas y Bermas,ml,2026-01-27,214+610,214+780,96.33333333333333
km 214+580 - 214+630,2026,Desbroce Manual T2,m2,2026-01-30,200+300,220+400,300
km 214+580 - 214+630,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-15,141+000,246+000,220
km 214+580 - 214+630,2026,Desbroce Manual T2,m2,2026-02-16,214+000,215+000,3800
km 214+580 - 214+630,2026,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2026-02-16,214+580,214+600,30
km 214+580 - 214+630,2026,Remocion de Derrumbes T2,m3,2026-03-06,214+580,214+600,120
km 214+580 - 214+630,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-03-06,214+600,214+700,100
km 214+580 - 214+630,2026,Remocion de Derrumbes T2,m3,2026-03-09,214+580,214+600,60
km 243+700 - 243+730,2018,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2017-12-28,215+280,2215+290,8
km 243+700 - 243+730,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-01-12,243+620,244+640,3
km 243+700 - 243+730,2018,Desbroce Manual T2,m2,2018-02-15,243+500,244+000,3000
km 243+700 - 243+730,2018,Limpieza Mecanizada de Cabezal de Alcantarilla T2,m3,2018-05-04,242+920,243+930,6
km 243+700 - 243+730,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-05-19,243+730,243+740,15
km 243+700 - 243+730,2018,Limpieza de carril/pista y bermas T2,m2,2018-05-31,243+700,243+750,50
km 243+700 - 243+730,2018,Desbroce Manual T2,m2,2018-06-27,243+500,244+000,3000
km 243+700 - 243+730,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-06-27,243+500,244+000,500
km 243+700 - 243+730,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-06-29,243+700,243+710,14
km 243+700 - 243+730,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-09-29,243+000,243+800,453.3333333333333
km 243+700 - 243+730,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-13,141+000,246+000,576
km 243+700 - 243+730,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-14,141+000,246+000,900
km 243+700 - 243+730,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-11-04,242+800,246+100,3683.3333333333335
km 243+700 - 243+730,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-11-11,243+720,243+800,45.333333333333336
km 243+700 - 243+730,2018,Desbroce Manual T2,m2,2018-11-11,243+720,243+800,80
km 243+700 - 243+730,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-11-21,243+600,243+720,7
km 243+700 - 243+730,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-10,243+000,244+500,1000
km 243+700 - 243+730,2018,Desbroce Manual T2,m2,2018-12-10,243+500,244+500,6000
km 243+700 - 243+730,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-12-10,243+500,244+500,566.6666666666666
km 243+700 - 243+730,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-20,233+200,244+250,50
km 243+700 - 243+730,2019,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2019-01-17,243+620,243+700,5
km 243+700 - 243+730,2019,Reparación de las Estructuras de Contención (gabión) T2,m3,2019-01-19,237+914,2379+984,1
km 243+700 - 243+730,2019,Limpieza de Barandas Metálicas T2,m2,2019-03-19,207+390,2017+400,20
km 243+700 - 243+730,2019,Limpieza de Postes de Señalización Vertical T2,und,2019-03-19,243+000,245+150,20
km 243+700 - 243+730,2019,Limpieza de Delineador T2,und,2019-03-19,243+650,243+720,6
km 243+700 - 243+730,2019,Limpieza de Guardavías T2,ml,2019-03-19,243+700,244+000,300
km 243+700 - 243+730,2019,Limpieza de Parapetos Veredas de Concreto T2,m2,2019-03-19,243+700,243+740,12
km 243+700 - 243+730,2019,Remocion de Derrumbes T2,m3,2019-03-19,76+980,770+000,300
km 243+700 - 243+730,2019,Desbroce Manual T2,m2,2019-05-22,243+500,245+000,9000
km 243+700 - 243+730,2019,Limpieza de juntas en cunetas y berma,ml,2019-05-22,243+500,245+000,850
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-05-22,243+500,245+000,1500
km 243+700 - 243+730,2019,Limpieza de Placas de Señalización Vertical T2,m2,2019-05-22,243+500,245+000,6.1875
km 243+700 - 243+730,2019,Limpieza de Placas de Señalización Vertical T2,m2,2019-05-22,243+500,245+000,3.84
km 243+700 - 243+730,2019,Limpieza de juntas en cunetas y berma,ml,2019-07-03,243+600,243+900,170
km 243+700 - 243+730,2019,Limpieza de Placas de Señalización Vertical T2,m2,2019-08-03,242+600,246+000,30.7425
km 243+700 - 243+730,2019,Limpieza de Postes de Señalización Vertical T2,und,2019-08-03,242+600,246+000,49
km 243+700 - 243+730,2019,Limpieza de juntas en cunetas y berma,ml,2019-08-03,242+600,246+000,2266.6666666666665
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-08-22,116+000,1116+620,150
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-10-05,243+700,243+800,100
km 243+700 - 243+730,2019,Desbroce Manual T2,m2,2019-10-24,243+300,244+900,9600
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-10-24,243+300,244+900,1600
km 243+700 - 243+730,2019,Limpieza de juntas en cuneta y berma,ml,2019-10-24,243+300,244+900,906.6666666666666
km 243+700 - 243+730,2019,Limpieza de Postes de Señalización Vertical T2,und,2019-11-06,241+000,244+000,13
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-11-11,212+180,2122+230,50
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-11-26,229+000,290+100,100
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-12-04,243+700,243+800,100
km 243+700 - 243+730,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-12-17,243+500,243+800,300
km 243+700 - 243+730,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2019-12-29,64+150,646+160,10
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-01-07,193+000,913+800,800
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-01-07,243+100,243+700,600
km 243+700 - 243+730,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,27
km 243+700 - 243+730,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,26
km 243+700 - 243+730,2020,Limpieza de carril/pista y bermas T2,m2,2020-02-01,243+310,243+890,72
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-02-24,242+100,245+200,200
km 243+700 - 243+730,2020,Desbroce Manual T2,m2,2020-02-27,243+500,243+700,800
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-02-27,243+500,243+700,200
km 243+700 - 243+730,2020,Limpieza de Juntas en Cuneta y Berma,ml,2020-02-27,243+500,243+700,113.33333333333333
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-02-27,243+670,243+700,30
km 243+700 - 243+730,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2020-04-23,243+600,243+720,10
km 243+700 - 243+730,2020,Limpieza de carril/pista y bermas T2,m2,2020-08-15,243+706,243+720,54
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-09-21,174+519,3174+561,42
km 243+700 - 243+730,2020,Desbroce Manual T2,m2,2020-10-04,243+400,243+900,1500
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-04,243+400,243+900,500
km 243+700 - 243+730,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-10-04,243+400,243+900,283.3333333333333
km 243+700 - 243+730,2020,Poda de Árboles T2,m2,2020-10-05,240+764,243+764,600
km 243+700 - 243+730,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2020-11-17,243+650,243+700,7
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-25,243+640,243+720,80
km 243+700 - 243+730,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-11-25,243+640,243+720,17
km 243+700 - 243+730,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-29,243+430,243+940,10
km 243+700 - 243+730,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-11-29,243+430,243+940,5.666666666666667
km 243+700 - 243+730,2021,Desbroce Manual T2,m2,2020-12-30,243+720,244+220,1500
km 243+700 - 243+730,2021,Limpieza Manual de Cuneta de Vía T2,ml,2020-12-30,243+720,244+220,500
km 243+700 - 243+730,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-30,243+720,244+220,283.3333333333333
km 243+700 - 243+730,2021,Desbroce Manual T2,m2,2021-01-28,204+760,2043+840,40
km 243+700 - 243+730,2021,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2021-01-29,228+600,288+700,7
km 243+700 - 243+730,2021,Desbroce Manual T2,m2,2021-03-25,243+470,243+700,276
km 243+700 - 243+730,2021,Limpieza de Parapetos Veredas de Concreto T2,m2,2021-04-13,243+710,243+750,20
km 243+700 - 243+730,2021,Desbroce Manual T2,m2,2021-04-20,243+500,244+000,3000
km 243+700 - 243+730,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-20,243+500,244+000,500
km 243+700 - 243+730,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-04-20,243+500,244+000,283.3333333333333
km 243+700 - 243+730,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-26,243+260,245+300,15
km 243+700 - 243+730,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-26,243+300,244+400,15
km 243+700 - 243+730,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-26,243+400,244+500,15
km 243+700 - 243+730,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-27,243+650,243+750,15
km 243+700 - 243+730,2021,Limpieza Residuos Solidos / Basuras,m2,2021-06-17,243+700,243+720,80
km 243+700 - 243+730,2021,Reparación de Bache Superficial T2,m2,2021-06-24,243+700,243+720,0.25
km 243+700 - 243+730,2021,Reparación de Bache Superficial T2,m2,2021-06-24,243+700,243+799,0.024
km 243+700 - 243+730,2021,Reposición de Tachas Reflectivas T2,und,2021-06-24,243+700,243+799,15
km 243+700 - 243+730,2021,Limpieza de carril/pista y bermas T2,m2,2021-06-26,242+080,244+100,30
km 243+700 - 243+730,2021,Limpieza de carril/pista y bermas T2,m2,2021-07-10,243+000,244+000,200
km 243+700 - 243+730,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-12,242+000,244+000,2400
km 243+700 - 243+730,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-08-12,242+000,244+000,1360
km 243+700 - 243+730,2021,Limpieza Residuos Solidos / Basuras,m2,2021-08-12,242+600,244+000,60
km 243+700 - 243+730,2021,Desbroce Manual T2,m2,2021-08-12,243+000,244+000,6000
km 243+700 - 243+730,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-09-23,243+500,244+000,500
km 243+700 - 243+730,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-09-23,243+500,244+000,283.3333333333333
km 243+700 - 243+730,2021,Repintado de Parapetos Muros T2,m2,2021-10-15,243+721,243+751,12.100000000000001
km 243+700 - 243+730,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-10-25,243+000,244+000,100
km 243+700 - 243+730,2021,Repintado de Parapetos Muros T2,m2,2021-11-17,243+718,243+763,1.1
km 243+700 - 243+730,2022,Pintura Chevron Guarda Vías T2,m2,2022-01-04,235+130,245+260,1.5
km 243+700 - 243+730,2022,Repintado de Parapetos Muros T2,m2,2022-01-05,144+167,244+180,7.8
km 243+700 - 243+730,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-07,243+600,243+700,15
km 243+700 - 243+730,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-01-07,243+600,243+890,390
km 243+700 - 243+730,2022,Desbroce Manual T2,m2,2022-02-03,243+000,244+000,6000
km 243+700 - 243+730,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-02-03,243+000,244+000,1000
km 243+700 - 243+730,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-02-03,243+000,244+000,566.6666666666666
km 243+700 - 243+730,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-02-03,243+500,244+000,260
km 243+700 - 243+730,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-04-28,243+600,243+800,15
km 243+700 - 243+730,2022,Desbroce Manual T2,m2,2022-05-04,243+500,244+000,3000
km 243+700 - 243+730,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-04,243+500,244+000,500
km 243+700 - 243+730,2022,Limpieza de Placas de Señalización Vertical T2,m2,2022-05-04,243+500,246+100,19.6875
km 243+700 - 243+730,2022,Limpieza de Placas de Señalización Vertical T2,m2,2022-05-04,243+500,246+100,5.76
km 243+700 - 243+730,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-05-04,243+500,244+000,283.3333333333333
km 243+700 - 243+730,2022,Limpieza de Guardavías T2,ml,2022-05-12,243+710,243+755,45
km 243+700 - 243+730,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-09-24,243+640,243+780,140
km 243+700 - 243+730,2022,Poda de Árboles T2,m2,2022-10-07,243+600,243+900,1500
km 243+700 - 243+730,2022,Limpieza de carril/pista y bermas T2,m2,2022-10-28,243+000,244+000,300
km 243+700 - 243+730,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-11-05,243+700,243+710,10
km 243+700 - 243+730,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-11-05,243+730,243+735,10
km 243+700 - 243+730,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-11-07,243+640,243+735,14
km 243+700 - 243+730,2022,Reposición de Cuneta,ml,2022-11-07,243+700,243+740,6
km 243+700 - 243+730,2022,Reposición de Cuneta,ml,2022-11-07,243+730,243+735,3
km 243+700 - 243+730,2022,Reposición de Cuneta,ml,2022-11-08,243+700,243+710,3
km 243+700 - 243+730,2022,Reposición de Cuneta,ml,2022-11-08,243+730,243+735,3
km 243+700 - 243+730,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-06,152+700,1528+000,100
km 243+700 - 243+730,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-01-06,152+700,1528+000,56.666666666666664
km 243+700 - 243+730,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-28,243+700,243+720,20
km 243+700 - 243+730,2023,Limpieza de Parapetos Veredas de Concreto T2,m2,2023-04-19,243+710,243+750,7.700000000000001
km 243+700 - 243+730,2023,Reposición de Delineador T2,und,2023-04-26,243+663,243+704,5
km 243+700 - 243+730,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-05-02,178+500,1749+700,200
km 243+700 - 243+730,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-05-03,240+360,340+365,12
km 243+700 - 243+730,2023,Limpieza de Obstaculos - Derecho de Vía,m2,2023-07-07,243+600,243+810,210
km 243+700 - 243+730,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-07-19,243+620,243+720,100
km 243+700 - 243+730,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-07-19,243+700,243+750,60
km 243+700 - 243+730,2023,Limpieza de carril/pista y bermas T2,m2,2023-07-19,243+700,243+750,50
km 243+700 - 243+730,2023,Pintura Chevron Guarda Vías T2,m2,2023-08-30,224+000,244+096,9.600000000000001
km 243+700 - 243+730,2023,Limpieza de carril/pista y bermas T2,m2,2023-09-19,243+640,243+700,10
km 243+700 - 243+730,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-10-26,153+610,1536+120,10
km 243+700 - 243+730,2023,Limpieza de carril/pista y bermas T2,m2,2023-10-27,243+690,243+700,50
km 243+700 - 243+730,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-10-31,169+220,2169+320,20
km 243+700 - 243+730,2024,Desbroce Manual T2,m2,2024-01-23,243+500,244+400,900
km 243+700 - 243+730,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-23,243+500,244+400,900
km 243+700 - 243+730,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-23,243+500,244+400,510
km 243+700 - 243+730,2024,Reposición de Delineador T2,und,2024-02-29,243+680,243+700,3
km 243+700 - 243+730,2024,Remocion de Derrumbes T2,m3,2024-03-11,243+700,243+730,120
km 243+700 - 243+730,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 243+700 - 243+730,2024,Remocion de Derrumbes T2,m3,2024-03-12,243+700,243+730,30
km 243+700 - 243+730,2024,Limpieza de carril/pista y bermas T2,m2,2024-03-27,243+700,243+730,120
km 243+700 - 243+730,2024,Desbroce Manual T2,m2,2024-05-21,243+000,243+800,6500
km 243+700 - 243+730,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-21,243+000,243+800,1000
km 243+700 - 243+730,2024,Limpieza de Juntas en Cunetas y Bermas,#N/A,2024-05-21,243+000,243+800,566.6666666666666
km 243+700 - 243+730,2024,Poda de Árboles T2,m2,2024-05-21,243+700,243+800,300
km 243+700 - 243+730,2024,Limpieza de Parapetos Veredas de Concreto T2,m2,2024-05-25,243+705,243+730,4
km 243+700 - 243+730,2024,Limpieza de Guardavías T2,ml,2024-05-25,243+730,243+740,10
km 243+700 - 243+730,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-15,141+000,246+000,450
km 243+700 - 243+730,2024,Desbroce Manual T2,m2,2024-07-02,224+100,244+170,250
km 243+700 - 243+730,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-07-03,224+000,244+100,15
km 243+700 - 243+730,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-07-09,243+600,243+700,100
km 243+700 - 243+730,2024,Limpieza de Delineador T2,und,2024-07-09,243+650,243+700,5
km 243+700 - 243+730,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-07-15,240+995,244+150,100
km 243+700 - 243+730,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,143+000,243+900,900
km 243+700 - 243+730,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,143+000,243+900,510
km 243+700 - 243+730,2025,Desbroce Manual T2,m2,2025-02-27,243+000,243+900,6000
km 243+700 - 243+730,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-02-28,243+660,243+700,15
km 243+700 - 243+730,2025,Remocion de Derrumbes T2,m3,2025-03-06,243+660,243+700,210
km 243+700 - 243+730,2025,Remocion de Derrumbes T2,m3,2025-03-07,243+660,243+700,90
km 243+700 - 243+730,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-12,243+700,245+730,130
km 243+700 - 243+730,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-04-25,243+300,245+400,0.1
km 243+700 - 243+730,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-28,243+690,243+700,10
km 243+700 - 243+730,2025,Desbroce Manual T2,m2,2025-05-22,243+700,244+000,2000
km 243+700 - 243+730,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-22,243+700,244+000,300
km 243+700 - 243+730,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-05-22,243+700,244+000,170
km 243+700 - 243+730,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-27,243+700,243+720,20
km 243+700 - 243+730,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-08-27,243+700,243+720,11.333333333333334
km 243+700 - 243+730,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-08-27,243+700,243+720,1
km 243+700 - 243+730,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-13,243+700,243+720,800
km 243+700 - 243+730,2025,Limpieza de Guardavías T2,ml,2025-09-30,224+000,244+035,35
km 243+700 - 243+730,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-07,243+650,243+710,150
km 243+700 - 243+730,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-10-08,224+270,244+290,15
km 243+700 - 243+730,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-10-13,243+600,243+750,15
km 243+700 - 243+730,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-13,243+600,243+800,200
km 243+700 - 243+730,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-29,214+400,244+500,150
km 243+700 - 243+730,2025,Limpieza de Guardavías T2,ml,2025-11-05,145+155,245+180,25
km 243+700 - 243+730,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-05,145+200,245+230,15
km 243+700 - 243+730,2025,Desbroce Manual T2,m2,2025-11-06,243+200,243+900,4200
km 243+700 - 243+730,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-06,243+660,243+700,40
km 243+700 - 243+730,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-11-06,243+660,243+700,22.666666666666668
